id	year	Unemployment(%)	Unemployment(%)_tip	Population(/1000)	Population(/1000)_tip	Temperature Change (Degree Change)	Temperature Change (Degree Change)_tip
46101	2011	0.06		61.00		6.10	
46103	2011	0.04		44.00		4.40	
46105	2011	0.04		39.00		3.90	
46107	2011	0.03		32.00		3.20	
46109	2011	0.05		48.00		4.80	
46111	2011	0.04		38.00		3.80	
46113	2011	0.13		126.00		12.60	
46115	2011	0.03		34.00		3.40	
46117	2011	0.02		21.00		2.10	
46119	2011	0.02		24.00		2.40	
46121	2011	0.08		84.00		8.40	
46123	2011	0.03		29.00		2.90	
46125	2011	0.04		44.00		4.40	
46127	2011	0.05		53.00		5.30	
46129	2011	0.04		40.00		4.00	
46135	2011	0.05		53.00		5.30	
46137	2011	0.08		78.00		7.80	
47001	2011	0.10		97.00		9.70	
47003	2011	0.12		121.00		12.10	
47005	2011	0.13		128.00		12.80	
47007	2011	0.14		137.00		13.70	
47009	2011	0.09		93.00		9.30	
47011	2011	0.09		93.00		9.30	
47013	2011	0.13		131.00		13.10	
47015	2011	0.11		108.00		10.80	
47017	2011	0.16		164.00		16.40	
47019	2011	0.10		98.00		9.80	
47021	2011	0.09		94.00		9.40	
47023	2011	0.12		115.00		11.50	
47025	2011	0.11		111.00		11.10	
47027	2011	0.13		126.00		12.60	
47029	2011	0.12		122.00		12.20	
47031	2011	0.10		102.00		10.20	
47033	2011	0.13		134.00		13.40	
47035	2011	0.11		108.00		10.80	
47037	2011	0.09		92.00		9.20	
47039	2011	0.14		142.00		14.20	
47041	2011	0.10		102.00		10.20	
47043	2011	0.10		98.00		9.80	
47045	2011	0.14		140.00		14.00	
47047	2011	0.11		108.00		10.80	
47049	2011	0.13		130.00		13.00	
47051	2011	0.10		104.00		10.40	
47053	2011	0.16		157.00		15.70	
47055	2011	0.14		140.00		14.00	
47057	2011	0.14		135.00		13.50	
47059	2011	0.14		143.00		14.30	
47061	2011	0.13		130.00		13.00	
47063	2011	0.13		125.00		12.50	
47065	2011	0.09		87.00		8.70	
47067	2011	0.18		183.00		18.30	
47069	2011	0.13		127.00		12.70	
47071	2011	0.11		111.00		11.10	
47073	2011	0.10		103.00		10.30	
47075	2011	0.18		180.00		18.00	
47077	2011	0.18		181.00		18.10	
47079	2011	0.13		131.00		13.10	
47081	2011	0.12		124.00		12.40	
47083	2011	0.12		116.00		11.60	
47085	2011	0.12		119.00		11.90	
47087	2011	0.13		127.00		12.70	
47089	2011	0.12		118.00		11.80	
47091	2011	0.12		122.00		12.20	
47093	2011	0.08		81.00		8.10	
47095	2011	0.11		107.00		10.70	
47097	2011	0.19		189.00		18.90	
47099	2011	0.15		146.00		14.60	
47101	2011	0.15		149.00		14.90	
47103	2011	0.07		69.00		6.90	
47105	2011	0.10		95.00		9.50	
47107	2011	0.13		130.00		13.00	
47109	2011	0.13		127.00		12.70	
47111	2011	0.11		112.00		11.20	
47113	2011	0.11		110.00		11.00	
47115	2011	0.12		121.00		12.10	
47117	2011	0.16		163.00		16.30	
47119	2011	0.12		119.00		11.90	
47121	2011	0.14		136.00		13.60	
47123	2011	0.16		161.00		16.10	
47125	2011	0.09		90.00		9.00	
47127	2011	0.10		97.00		9.70	
47129	2011	0.12		116.00		11.60	
47131	2011	0.10		104.00		10.40	
47133	2011	0.12		120.00		12.00	
47135	2011	0.18		176.00		17.60	
47137	2011	0.13		134.00		13.40	
47139	2011	0.11		114.00		11.40	
47141	2011	0.10		97.00		9.70	
47143	2011	0.13		127.00		12.70	
47145	2011	0.09		89.00		8.90	
47147	2011	0.10		101.00		10.10	
47149	2011	0.10		95.00		9.50	
47151	2011	0.18		184.00		18.40	
47153	2011	0.13		128.00		12.80	
47155	2011	0.09		92.00		9.20	
47157	2011	0.10		102.00		10.20	
47159	2011	0.13		128.00		12.80	
47161	2011	0.11		111.00		11.10	
47163	2011	0.09		88.00		8.80	
47165	2011	0.10		97.00		9.70	
47167	2011	0.12		116.00		11.60	
47169	2011	0.12		120.00		12.00	
47171	2011	0.10		103.00		10.30	
47173	2011	0.11		107.00		10.70	
47175	2011	0.14		142.00		14.20	
47177	2011	0.13		125.00		12.50	
47179	2011	0.09		86.00		8.60	
47181	2011	0.13		129.00		12.90	
47183	2011	0.13		130.00		13.00	
47185	2011	0.14		135.00		13.50	
47187	2011	0.08		75.00		7.50	
47189	2011	0.09		90.00		9.00	
48001	2011	0.09		94.00		9.40	
48003	2011	0.08		76.00		7.60	
48005	2011	0.09		89.00		8.90	
48007	2011	0.07		73.00		7.30	
48009	2011	0.07		65.00		6.50	
48011	2011	0.05		51.00		5.10	
48013	2011	0.08		79.00		7.90	
48015	2011	0.08		84.00		8.40	
48017	2011	0.05		52.00		5.20	
48019	2011	0.07		68.00		6.80	
48021	2011	0.08		80.00		8.00	
48023	2011	0.05		51.00		5.10	
48025	2011	0.10		103.00		10.30	
48027	2011	0.07		71.00		7.10	
48029	2011	0.07		72.00		7.20	
48031	2011	0.06		58.00		5.80	
48033	2011	0.06		62.00		6.20	
48035	2011	0.09		86.00		8.60	
48037	2011	0.08		78.00		7.80	
48039	2011	0.09		89.00		8.90	
48041	2011	0.06		62.00		6.20	
48043	2011	0.05		51.00		5.10	
48045	2011	0.06		59.00		5.90	
48047	2011	0.10		99.00		9.90	
48049	2011	0.07		72.00		7.20	
48051	2011	0.07		74.00		7.40	
48053	2011	0.06		63.00		6.30	
48055	2011	0.08		82.00		8.20	
48057	2011	0.10		95.00		9.50	
48059	2011	0.06		63.00		6.30	
48061	2011	0.11		108.00		10.80	
48063	2011	0.10		96.00		9.60	
48065	2011	0.07		67.00		6.70	
48067	2011	0.13		125.00		12.50	
48069	2011	0.05		53.00		5.30	
48071	2011	0.11		107.00		10.70	
48073	2011	0.10		97.00		9.70	
48075	2011	0.06		64.00		6.40	
48077	2011	0.07		74.00		7.40	
48079	2011	0.07		72.00		7.20	
48081	2011	0.09		86.00		8.60	
48083	2011	0.07		69.00		6.90	
48085	2011	0.08		78.00		7.80	
48087	2011	0.06		59.00		5.90	
48089	2011	0.07		66.00		6.60	
48091	2011	0.07		66.00		6.60	
48093	2011	0.06		61.00		6.10	
48095	2011	0.08		82.00		8.20	
48097	2011	0.07		65.00		6.50	
48099	2011	0.09		87.00		8.70	
48101	2011	0.06		56.00		5.60	
48103	2011	0.10		95.00		9.50	
48105	2011	0.10		97.00		9.70	
48107	2011	0.07		70.00		7.00	
48109	2011	0.05		45.00		4.50	
48111	2011	0.04		44.00		4.40	
48113	2011	0.09		87.00		8.70	
48115	2011	0.09		87.00		8.70	
48117	2011	0.06		58.00		5.80	
48119	2011	0.08		84.00		8.40	
48121	2011	0.08		77.00		7.70	
48123	2011	0.08		83.00		8.30	
48125	2011	0.06		60.00		6.00	
48127	2011	0.11		110.00		11.00	
48129	2011	0.07		70.00		7.00	
48131	2011	0.13		125.00		12.50	
48133	2011	0.08		84.00		8.40	
48135	2011	0.09		92.00		9.20	
48137	2011	0.07		67.00		6.70	
48139	2011	0.09		86.00		8.60	
48141	2011	0.10		98.00		9.80	
48143	2011	0.07		71.00		7.10	
48145	2011	0.10		95.00		9.50	
48147	2011	0.09		90.00		9.00	
48149	2011	0.06		57.00		5.70	
48151	2011	0.06		64.00		6.40	
48153	2011	0.07		69.00		6.90	
48155	2011	0.06		57.00		5.70	
48157	2011	0.08		83.00		8.30	
48159	2011	0.07		73.00		7.30	
48161	2011	0.07		67.00		6.70	
48163	2011	0.08		84.00		8.40	
48165	2011	0.07		68.00		6.80	
48167	2011	0.09		85.00		8.50	
48169	2011	0.06		57.00		5.70	
48171	2011	0.05		49.00		4.90	
48173	2011	0.05		52.00		5.20	
48175	2011	0.08		79.00		7.90	
48177	2011	0.06		61.00		6.10	
48179	2011	0.09		89.00		8.90	
48181	2011	0.09		87.00		8.70	
48183	2011	0.08		80.00		8.00	
48185	2011	0.10		100.00		10.00	
48187	2011	0.07		67.00		6.70	
48189	2011	0.06		64.00		6.40	
48191	2011	0.09		89.00		8.90	
48193	2011	0.06		60.00		6.00	
48195	2011	0.06		55.00		5.50	
48197	2011	0.07		72.00		7.20	
48199	2011	0.10		101.00		10.10	
48201	2011	0.09		85.00		8.50	
48203	2011	0.09		87.00		8.70	
48205	2011	0.04		43.00		4.30	
48207	2011	0.05		52.00		5.20	
48209	2011	0.07		68.00		6.80	
48211	2011	0.03		30.00		3.00	
48213	2011	0.09		85.00		8.50	
48215	2011	0.12		116.00		11.60	
48217	2011	0.09		85.00		8.50	
48219	2011	0.07		70.00		7.00	
48221	2011	0.08		76.00		7.60	
48223	2011	0.07		65.00		6.50	
48225	2011	0.10		103.00		10.30	
48227	2011	0.08		75.00		7.50	
48229	2011	0.07		65.00		6.50	
48231	2011	0.09		85.00		8.50	
48233	2011	0.08		80.00		8.00	
48235	2011	0.05		54.00		5.40	
48237	2011	0.06		64.00		6.40	
48239	2011	0.08		76.00		7.60	
48241	2011	0.12		119.00		11.90	
48243	2011	0.06		56.00		5.60	
48245	2011	0.11		108.00		10.80	
48247	2011	0.10		100.00		10.00	
48249	2011	0.10		100.00		10.00	
48251	2011	0.09		91.00		9.10	
48253	2011	0.08		82.00		8.20	
48255	2011	0.11		105.00		10.50	
48257	2011	0.09		88.00		8.80	
48259	2011	0.06		60.00		6.00	
48261	2011	0.06		61.00		6.10	
48263	2011	0.06		62.00		6.20	
48265	2011	0.06		60.00		6.00	
48267	2011	0.05		54.00		5.40	
48269	2011	0.05		54.00		5.40	
48271	2011	0.09		89.00		8.90	
48273	2011	0.08		77.00		7.70	
48275	2011	0.06		64.00		6.40	
48277	2011	0.08		78.00		7.80	
48279	2011	0.07		66.00		6.60	
48281	2011	0.06		61.00		6.10	
48283	2011	0.10		99.00		9.90	
48285	2011	0.06		64.00		6.40	
48287	2011	0.07		69.00		6.90	
48289	2011	0.08		79.00		7.90	
48291	2011	0.11		112.00		11.20	
48293	2011	0.07		72.00		7.20	
48295	2011	0.06		61.00		6.10	
48297	2011	0.08		76.00		7.60	
48299	2011	0.07		73.00		7.30	
48301	2011	0.12		115.00		11.50	
48303	2011	0.06		57.00		5.70	
48305	2011	0.07		68.00		6.80	
48307	2011	0.09		91.00		9.10	
48309	2011	0.07		71.00		7.10	
48311	2011	0.08		78.00		7.80	
48313	2011	0.09		87.00		8.70	
48315	2011	0.12		118.00		11.80	
48317	2011	0.05		50.00		5.00	
48319	2011	0.05		54.00		5.40	
48321	2011	0.11		112.00		11.20	
48323	2011	0.14		136.00		13.60	
48325	2011	0.07		71.00		7.10	
48327	2011	0.09		90.00		9.00	
48329	2011	0.06		62.00		6.20	
48331	2011	0.10		102.00		10.20	
48333	2011	0.06		60.00		6.00	
48335	2011	0.09		87.00		8.70	
48337	2011	0.08		78.00		7.80	
48339	2011	0.08		79.00		7.90	
48341	2011	0.05		53.00		5.30	
48343	2011	0.16		156.00		15.60	
48345	2011	0.05		53.00		5.30	
48347	2011	0.07		70.00		7.00	
48349	2011	0.08		84.00		8.40	
48351	2011	0.12		124.00		12.40	
48353	2011	0.06		64.00		6.40	
48355	2011	0.08		77.00		7.70	
48357	2011	0.06		63.00		6.30	
48359	2011	0.06		55.00		5.50	
48361	2011	0.11		111.00		11.10	
48363	2011	0.09		91.00		9.10	
48365	2011	0.08		75.00		7.50	
48367	2011	0.08		84.00		8.40	
48369	2011	0.05		48.00		4.80	
48371	2011	0.12		117.00		11.70	
48373	2011	0.10		103.00		10.30	
48375	2011	0.07		66.00		6.60	
48377	2011	0.18		178.00		17.80	
48379	2011	0.09		85.00		8.50	
48381	2011	0.05		51.00		5.10	
48383	2011	0.06		58.00		5.80	
48385	2011	0.06		61.00		6.10	
48387	2011	0.11		105.00		10.50	
48389	2011	0.14		140.00		14.00	
48391	2011	0.07		70.00		7.00	
48393	2011	0.06		62.00		6.20	
48395	2011	0.09		87.00		8.70	
48397	2011	0.08		78.00		7.80	
48399	2011	0.10		101.00		10.10	
48401	2011	0.09		91.00		9.10	
48403	2011	0.16		159.00		15.90	
48405	2011	0.11		108.00		10.80	
48407	2011	0.10		100.00		10.00	
48409	2011	0.10		98.00		9.80	
48411	2011	0.08		78.00		7.80	
48413	2011	0.11		111.00		11.10	
48415	2011	0.07		72.00		7.20	
48417	2011	0.04		43.00		4.30	
48419	2011	0.08		81.00		8.10	
48421	2011	0.05		49.00		4.90	
48423	2011	0.08		83.00		8.30	
48425	2011	0.07		73.00		7.30	
48427	2011	0.18		178.00		17.80	
48429	2011	0.07		69.00		6.90	
48431	2011	0.05		46.00		4.60	
48433	2011	0.05		48.00		4.80	
48435	2011	0.08		78.00		7.80	
48437	2011	0.07		67.00		6.70	
48439	2011	0.08		82.00		8.20	
48441	2011	0.06		61.00		6.10	
48443	2011	0.08		78.00		7.80	
48445	2011	0.08		77.00		7.70	
48447	2011	0.06		56.00		5.60	
48449	2011	0.08		77.00		7.70	
48451	2011	0.07		70.00		7.00	
48453	2011	0.07		70.00		7.00	
48455	2011	0.09		88.00		8.80	
48457	2011	0.11		105.00		10.50	
48459	2011	0.08		81.00		8.10	
48461	2011	0.06		56.00		5.60	
48463	2011	0.09		89.00		8.90	
48465	2011	0.10		96.00		9.60	
48467	2011	0.07		74.00		7.40	
48469	2011	0.08		79.00		7.90	
48471	2011	0.08		78.00		7.80	
48473	2011	0.09		90.00		9.00	
48475	2011	0.09		85.00		8.50	
48477	2011	0.07		69.00		6.90	
48479	2011	0.09		91.00		9.10	
48481	2011	0.08		79.00		7.90	
48483	2011	0.06		56.00		5.60	
48485	2011	0.08		81.00		8.10	
48487	2011	0.06		55.00		5.50	
48489	2011	0.14		139.00		13.90	
48491	2011	0.08		78.00		7.80	
48493	2011	0.07		69.00		6.90	
48495	2011	0.09		90.00		9.00	
48497	2011	0.10		96.00		9.60	
48499	2011	0.08		84.00		8.40	
48501	2011	0.07		71.00		7.10	
48503	2011	0.06		64.00		6.40	
48505	2011	0.13		126.00		12.60	
48507	2011	0.16		163.00		16.30	
49001	2011	0.04		42.00		4.20	
49003	2011	0.06		56.00		5.60	
49005	2011	0.04		42.00		4.20	
49007	2011	0.07		65.00		6.50	
49009	2011	0.03		27.00		2.70	
49011	2011	0.06		56.00		5.60	
49013	2011	0.07		69.00		6.90	
49015	2011	0.06		62.00		6.20	
49017	2011	0.05		49.00		4.90	
49019	2011	0.05		52.00		5.20	
49021	2011	0.06		63.00		6.30	
49023	2011	0.07		68.00		6.80	
49025	2011	0.04		44.00		4.40	
49027	2011	0.04		40.00		4.00	
49029	2011	0.05		53.00		5.30	
49031	2011	0.04		38.00		3.80	
49033	2011	0.03		28.00		2.80	
49035	2011	0.06		60.00		6.00	
49037	2011	0.09		86.00		8.60	
49039	2011	0.06		56.00		5.60	
49041	2011	0.06		57.00		5.70	
49043	2011	0.06		58.00		5.80	
49045	2011	0.06		64.00		6.40	
49047	2011	0.07		66.00		6.60	
49049	2011	0.05		54.00		5.40	
49051	2011	0.06		60.00		6.00	
49053	2011	0.08		78.00		7.80	
49055	2011	0.04		42.00		4.20	
49057	2011	0.07		70.00		7.00	
50001	2011	0.06		58.00		5.80	
50003	2011	0.07		68.00		6.80	
50005	2011	0.07		70.00		7.00	
50007	2011	0.06		57.00		5.70	
50009	2011	0.08		78.00		7.80	
50011	2011	0.06		62.00		6.20	
50013	2011	0.07		70.00		7.00	
50015	2011	0.07		66.00		6.60	
50017	2011	0.06		55.00		5.50	
50019	2011	0.08		83.00		8.30	
50021	2011	0.09		87.00		8.70	
50023	2011	0.06		61.00		6.10	
50025	2011	0.06		63.00		6.30	
50027	2011	0.06		58.00		5.80	
51001	2011	0.06		61.00		6.10	
51003	2011	0.05		50.00		5.00	
51005	2011	0.09		87.00		8.70	
51007	2011	0.07		70.00		7.00	
51009	2011	0.07		70.00		7.00	
51011	2011	0.07		67.00		6.70	
51013	2011	0.04		42.00		4.20	
51015	2011	0.06		58.00		5.80	
51017	2011	0.05		54.00		5.40	
51019	2011	0.06		62.00		6.20	
51021	2011	0.08		75.00		7.50	
51023	2011	0.06		62.00		6.20	
51025	2011	0.11		114.00		11.40	
51027	2011	0.09		88.00		8.80	
51029	2011	0.08		78.00		7.80	
51031	2011	0.07		66.00		6.60	
51033	2011	0.08		82.00		8.20	
51035	2011	0.11		113.00		11.30	
51036	2011	0.09		87.00		8.70	
51037	2011	0.09		91.00		9.10	
51041	2011	0.07		68.00		6.80	
51043	2011	0.06		61.00		6.10	
51045	2011	0.07		72.00		7.20	
51047	2011	0.08		75.00		7.50	
51049	2011	0.07		70.00		7.00	
51051	2011	0.08		83.00		8.30	
51053	2011	0.08		83.00		8.30	
51057	2011	0.08		77.00		7.70	
51059	2011	0.05		47.00		4.70	
51061	2011	0.05		50.00		5.00	
51063	2011	0.07		71.00		7.10	
51065	2011	0.06		58.00		5.80	
51067	2011	0.08		78.00		7.80	
51069	2011	0.07		73.00		7.30	
51071	2011	0.09		85.00		8.50	
51073	2011	0.06		55.00		5.50	
51075	2011	0.07		67.00		6.70	
51077	2011	0.10		104.00		10.40	
51079	2011	0.06		58.00		5.80	
51081	2011	0.09		91.00		9.10	
51083	2011	0.12		115.00		11.50	
51085	2011	0.07		66.00		6.60	
51087	2011	0.07		72.00		7.20	
51089	2011	0.13		134.00		13.40	
51091	2011	0.06		59.00		5.90	
51093	2011	0.06		63.00		6.30	
51095	2011	0.05		46.00		4.60	
51097	2011	0.08		75.00		7.50	
51099	2011	0.08		75.00		7.50	
51101	2011	0.06		64.00		6.40	
51103	2011	0.07		73.00		7.30	
51105	2011	0.07		71.00		7.10	
51107	2011	0.05		47.00		4.70	
51109	2011	0.08		81.00		8.10	
51111	2011	0.09		91.00		9.10	
51113	2011	0.06		60.00		6.00	
51115	2011	0.05		48.00		4.80	
51117	2011	0.11		105.00		10.50	
51119	2011	0.06		64.00		6.40	
51121	2011	0.06		63.00		6.30	
51125	2011	0.06		62.00		6.20	
51127	2011	0.07		69.00		6.90	
51131	2011	0.07		66.00		6.60	
51133	2011	0.07		65.00		6.50	
51135	2011	0.08		79.00		7.90	
51137	2011	0.08		76.00		7.60	
51139	2011	0.10		98.00		9.80	
51141	2011	0.10		99.00		9.90	
51143	2011	0.10		103.00		10.30	
51145	2011	0.06		60.00		6.00	
51147	2011	0.08		84.00		8.40	
51149	2011	0.07		73.00		7.30	
51153	2011	0.05		53.00		5.30	
51155	2011	0.11		108.00		10.80	
51157	2011	0.06		56.00		5.60	
51159	2011	0.07		72.00		7.20	
51161	2011	0.06		59.00		5.90	
51163	2011	0.06		56.00		5.60	
51165	2011	0.05		53.00		5.30	
51167	2011	0.10		96.00		9.60	
51169	2011	0.10		99.00		9.90	
51171	2011	0.08		76.00		7.60	
51173	2011	0.10		102.00		10.20	
51175	2011	0.08		77.00		7.70	
51177	2011	0.05		51.00		5.10	
51179	2011	0.05		51.00		5.10	
51181	2011	0.07		73.00		7.30	
51183	2011	0.10		95.00		9.50	
51185	2011	0.08		79.00		7.90	
51187	2011	0.07		66.00		6.60	
51191	2011	0.08		82.00		8.20	
51193	2011	0.07		71.00		7.10	
51195	2011	0.07		67.00		6.70	
51197	2011	0.10		97.00		9.70	
51199	2011	0.05		50.00		5.00	
51510	2011	0.05		48.00		4.80	
51515	2011	0.09		89.00		8.90	
51520	2011	0.10		99.00		9.90	
51530	2011	0.09		87.00		8.70	
51540	2011	0.06		62.00		6.20	
51550	2011	0.06		64.00		6.40	
51570	2011	0.08		82.00		8.20	
51580	2011	0.09		91.00		9.10	
51590	2011	0.13		130.00		13.00	
51595	2011	0.12		118.00		11.80	
51600	2011	0.05		54.00		5.40	
51610	2011	0.07		73.00		7.30	
51620	2011	0.11		107.00		10.70	
51630	2011	0.09		91.00		9.10	
51640	2011	0.10		103.00		10.30	
51650	2011	0.08		77.00		7.70	
51660	2011	0.06		64.00		6.40	
51670	2011	0.10		104.00		10.40	
51678	2011	0.09		92.00		9.20	
51680	2011	0.08		77.00		7.70	
51683	2011	0.07		68.00		6.80	
51685	2011	0.05		54.00		5.40	
51690	2011	0.20		200.00		20.00	
51700	2011	0.07		73.00		7.30	
51710	2011	0.08		84.00		8.40	
51720	2011	0.06		55.00		5.50	
51730	2011	0.14		138.00		13.80	
51735	2011	0.05		50.00		5.00	
51740	2011	0.08		84.00		8.40	
51750	2011	0.09		85.00		8.50	
51760	2011	0.10		100.00		10.00	
51770	2011	0.09		86.00		8.60	
51775	2011	0.06		63.00		6.30	
51790	2011	0.07		73.00		7.30	
51800	2011	0.07		66.00		6.60	
51810	2011	0.06		59.00		5.90	
51820	2011	0.08		82.00		8.20	
51830	2011	0.14		135.00		13.50	
51840	2011	0.08		79.00		7.90	
53001	2011	0.07		65.00		6.50	
53003	2011	0.08		81.00		8.10	
53005	2011	0.06		58.00		5.80	
53007	2011	0.07		65.00		6.50	
53009	2011	0.09		85.00		8.50	
53011	2011	0.13		127.00		12.70	
53013	2011	0.08		84.00		8.40	
53015	2011	0.13		128.00		12.80	
53017	2011	0.07		66.00		6.60	
53019	2011	0.11		113.00		11.30	
53021	2011	0.06		62.00		6.20	
53023	2011	0.05		53.00		5.30	
53025	2011	0.07		73.00		7.30	
53027	2011	0.12		117.00		11.70	
53029	2011	0.08		81.00		8.10	
53031	2011	0.07		74.00		7.40	
53033	2011	0.09		88.00		8.80	
53035	2011	0.07		71.00		7.10	
53037	2011	0.07		73.00		7.30	
53039	2011	0.08		81.00		8.10	
53041	2011	0.12		120.00		12.00	
53043	2011	0.07		74.00		7.40	
53045	2011	0.09		94.00		9.40	
53047	2011	0.07		74.00		7.40	
53049	2011	0.11		107.00		10.70	
53051	2011	0.12		121.00		12.10	
53053	2011	0.09		88.00		8.80	
53055	2011	0.05		47.00		4.70	
53057	2011	0.09		91.00		9.10	
53059	2011	0.09		94.00		9.40	
53061	2011	0.10		101.00		10.10	
53063	2011	0.08		83.00		8.30	
53065	2011	0.11		105.00		10.50	
53067	2011	0.07		71.00		7.10	
53069	2011	0.11		114.00		11.40	
53071	2011	0.06		55.00		5.50	
53073	2011	0.08		78.00		7.80	
53075	2011	0.05		47.00		4.70	
53077	2011	0.07		68.00		6.80	
54001	2011	0.09		92.00		9.20	
54003	2011	0.09		85.00		8.50	
54005	2011	0.09		94.00		9.40	
54007	2011	0.08		80.00		8.00	
54009	2011	0.11		111.00		11.10	
54011	2011	0.07		66.00		6.60	
54013	2011	0.12		121.00		12.10	
54015	2011	0.12		119.00		11.90	
54017	2011	0.07		74.00		7.40	
54019	2011	0.09		86.00		8.60	
54021	2011	0.07		65.00		6.50	
54023	2011	0.11		112.00		11.20	
54025	2011	0.08		83.00		8.30	
54027	2011	0.08		78.00		7.80	
54029	2011	0.12		118.00		11.80	
54031	2011	0.10		97.00		9.70	
54033	2011	0.07		71.00		7.10	
54035	2011	0.13		129.00		12.90	
54037	2011	0.07		66.00		6.60	
54039	2011	0.07		71.00		7.10	
54041	2011	0.08		75.00		7.50	
54043	2011	0.11		106.00		10.60	
54045	2011	0.10		98.00		9.80	
54047	2011	0.13		127.00		12.70	
54049	2011	0.07		65.00		6.50	
54051	2011	0.09		87.00		8.70	
54053	2011	0.12		121.00		12.10	
54055	2011	0.07		69.00		6.90	
54057	2011	0.08		79.00		7.90	
54059	2011	0.11		107.00		10.70	
54061	2011	0.05		46.00		4.60	
54063	2011	0.07		65.00		6.50	
54065	2011	0.09		91.00		9.10	
54067	2011	0.09		91.00		9.10	
54069	2011	0.08		78.00		7.80	
54071	2011	0.08		75.00		7.50	
54073	2011	0.10		102.00		10.20	
54075	2011	0.11		113.00		11.30	
54077	2011	0.07		70.00		7.00	
54079	2011	0.06		63.00		6.30	
54081	2011	0.08		80.00		8.00	
54083	2011	0.09		85.00		8.50	
54085	2011	0.09		88.00		8.80	
54087	2011	0.13		130.00		13.00	
54089	2011	0.08		78.00		7.80	
54091	2011	0.08		79.00		7.90	
54093	2011	0.11		109.00		10.90	
54095	2011	0.11		108.00		10.80	
54097	2011	0.09		89.00		8.90	
54099	2011	0.08		77.00		7.70	
54101	2011	0.10		104.00		10.40	
54103	2011	0.12		123.00		12.30	
54105	2011	0.11		114.00		11.40	
54107	2011	0.09		88.00		8.80	
54109	2011	0.12		115.00		11.50	
55001	2011	0.08		83.00		8.30	
55003	2011	0.08		83.00		8.30	
55005	2011	0.07		71.00		7.10	
55007	2011	0.06		62.00		6.20	
55009	2011	0.07		71.00		7.10	
55011	2011	0.06		57.00		5.70	
55013	2011	0.09		91.00		9.10	
55015	2011	0.07		67.00		6.70	
55017	2011	0.07		66.00		6.60	
55019	2011	0.08		76.00		7.60	
55021	2011	0.07		71.00		7.10	
55023	2011	0.08		81.00		8.10	
55025	2011	0.05		54.00		5.40	
55027	2011	0.08		84.00		8.40	
55029	2011	0.07		66.00		6.60	
55031	2011	0.07		65.00		6.50	
55033	2011	0.06		58.00		5.80	
55035	2011	0.06		60.00		6.00	
55037	2011	0.08		81.00		8.10	
55039	2011	0.08		78.00		7.80	
55041	2011	0.08		81.00		8.10	
55043	2011	0.06		61.00		6.10	
55045	2011	0.08		78.00		7.80	
55047	2011	0.08		75.00		7.50	
55049	2011	0.06		62.00		6.20	
55051	2011	0.09		94.00		9.40	
55053	2011	0.07		72.00		7.20	
55055	2011	0.08		80.00		8.00	
55057	2011	0.09		85.00		8.50	
55059	2011	0.10		98.00		9.80	
55061	2011	0.07		73.00		7.30	
55063	2011	0.06		59.00		5.90	
55065	2011	0.06		60.00		6.00	
55067	2011	0.09		85.00		8.50	
55069	2011	0.10		96.00		9.60	
55071	2011	0.09		85.00		8.50	
55073	2011	0.08		77.00		7.70	
55075	2011	0.10		102.00		10.20	
55077	2011	0.08		83.00		8.30	
55078	2011	0.13		127.00		12.70	
55079	2011	0.09		93.00		9.30	
55081	2011	0.06		64.00		6.40	
55083	2011	0.09		91.00		9.10	
55085	2011	0.07		74.00		7.40	
55087	2011	0.08		75.00		7.50	
55089	2011	0.07		72.00		7.20	
55091	2011	0.05		54.00		5.40	
55093	2011	0.06		61.00		6.10	
55095	2011	0.08		84.00		8.40	
55097	2011	0.06		58.00		5.80	
55099	2011	0.09		94.00		9.40	
55101	2011	0.09		93.00		9.30	
55103	2011	0.08		75.00		7.50	
55105	2011	0.11		111.00		11.10	
55107	2011	0.10		101.00		10.10	
55109	2011	0.07		68.00		6.80	
55111	2011	0.07		70.00		7.00	
55113	2011	0.07		71.00		7.10	
55115	2011	0.08		82.00		8.20	
55117	2011	0.08		83.00		8.30	
55119	2011	0.10		96.00		9.60	
55121	2011	0.06		64.00		6.40	
55123	2011	0.07		66.00		6.60	
55125	2011	0.07		71.00		7.10	
55127	2011	0.08		77.00		7.70	
55129	2011	0.08		78.00		7.80	
55131	2011	0.08		81.00		8.10	
55133	2011	0.07		72.00		7.20	
55135	2011	0.08		82.00		8.20	
55137	2011	0.08		82.00		8.20	
55139	2011	0.07		70.00		7.00	
55141	2011	0.07		74.00		7.40	
56001	2011	0.04		36.00		3.60	
56003	2011	0.08		82.00		8.20	
56005	2011	0.06		57.00		5.70	
56007	2011	0.07		68.00		6.80	
56009	2011	0.06		59.00		5.90	
56011	2011	0.05		49.00		4.90	
56013	2011	0.07		74.00		7.40	
56015	2011	0.05		53.00		5.30	
56017	2011	0.06		58.00		5.80	
56019	2011	0.07		67.00		6.70	
56021	2011	0.06		63.00		6.30	
56023	2011	0.07		65.00		6.50	
56025	2011	0.07		73.00		7.30	
56027	2011	0.05		45.00		4.50	
56029	2011	0.05		51.00		5.10	
56031	2011	0.06		62.00		6.20	
56033	2011	0.07		66.00		6.60	
56035	2011	0.05		45.00		4.50	
56037	2011	0.07		74.00		7.40	
56039	2011	0.05		52.00		5.20	
56041	2011	0.07		72.00		7.20	
56043	2011	0.06		59.00		5.90	
56045	2011	0.06		59.00		5.90	
