id	year	rate
28001	2011	0.08
28003	2011	0.113
28005	2011	0.086
28007	2011	0.118
28009	2011	0.126
28011	2011	0.09
28013	2011	0.097
28015	2011	0.098
28017	2011	0.132
28019	2011	0.113
28021	2011	0.15
28023	2011	0.1
28025	2011	0.178
28027	2011	0.111
28029	2011	0.099
28031	2011	0.077
28033	2011	0.072
28035	2011	0.077
28037	2011	0.09
28039	2011	0.1
28041	2011	0.099
28043	2011	0.11
28045	2011	0.075
28047	2011	0.072
28049	2011	0.079
28051	2011	0.166
28053	2011	0.102
28055	2011	0.092
28057	2011	0.096
28059	2011	0.08
28061	2011	0.102
28063	2011	0.155
28065	2011	0.106
28067	2011	0.071
28069	2011	0.103
28071	2011	0.069
28073	2011	0.066
28075	2011	0.087
28077	2011	0.102
28079	2011	0.087
28081	2011	0.098
28083	2011	0.116
28085	2011	0.088
28087	2011	0.102
28089	2011	0.063
28091	2011	0.101
28093	2011	0.112
28095	2011	0.137
28097	2011	0.127
28099	2011	0.084
28101	2011	0.079
28103	2011	0.176
28105	2011	0.08
28107	2011	0.119
28109	2011	0.083
28111	2011	0.104
28113	2011	0.098
28115	2011	0.087
28117	2011	0.115
28119	2011	0.111
28121	2011	0.056
28123	2011	0.059
28125	2011	0.09
28127	2011	0.082
28129	2011	0.082
28131	2011	0.072
28133	2011	0.118
28135	2011	0.099
28137	2011	0.103
28139	2011	0.125
28141	2011	0.101
28143	2011	0.13
28145	2011	0.088
28147	2011	0.103
28149	2011	0.091
28151	2011	0.113
28153	2011	0.094
28155	2011	0.135
28157	2011	0.101
28159	2011	0.151
28161	2011	0.129
28163	2011	0.105
29001	2011	0.065
29003	2011	0.076
29005	2011	0.079
29007	2011	0.092
29009	2011	0.081
29011	2011	0.117
29013	2011	0.108
29015	2011	0.093
29017	2011	0.088
29019	2011	0.062
29021	2011	0.087
29023	2011	0.08
29025	2011	0.086
29027	2011	0.08
29029	2011	0.079
29031	2011	0.069
29033	2011	0.098
29035	2011	0.087
29037	2011	0.097
29039	2011	0.086
29041	2011	0.105
29043	2011	0.08
29045	2011	0.113
29047	2011	0.086
29049	2011	0.087
29051	2011	0.067
29053	2011	0.084
29055	2011	0.107
29057	2011	0.101
29059	2011	0.094
29061	2011	0.087
29063	2011	0.093
29065	2011	0.094
29067	2011	0.098
29069	2011	0.111
29071	2011	0.115
29073	2011	0.108
29075	2011	0.068
29077	2011	0.083
29079	2011	0.069
29081	2011	0.078
29083	2011	0.096
29085	2011	0.123
29087	2011	0.071
29089	2011	0.083
29091	2011	0.092
29093	2011	0.087
29095	2011	0.109
29097	2011	0.084
29099	2011	0.106
29101	2011	0.08
29103	2011	0.059
29105	2011	0.11
29107	2011	0.09
29109	2011	0.078
29111	2011	0.083
29113	2011	0.113
29115	2011	0.103
29117	2011	0.078
29119	2011	0.07
29121	2011	0.079
29123	2011	0.098
29125	2011	0.087
29127	2011	0.089
29129	2011	0.079
29131	2011	0.106
29133	2011	0.097
29135	2011	0.078
29137	2011	0.11
29139	2011	0.103
29141	2011	0.113
29143	2011	0.089
29145	2011	0.079
29147	2011	0.059
29149	2011	0.09
29151	2011	0.099
29153	2011	0.076
29155	2011	0.121
29157	2011	0.072
29159	2011	0.081
29161	2011	0.071
29163	2011	0.083
29165	2011	0.08
29167	2011	0.089
29169	2011	0.068
29171	2011	0.074
29173	2011	0.08
29175	2011	0.094
29177	2011	0.083
29179	2011	0.127
29181	2011	0.095
29183	2011	0.087
29185	2011	0.103
29186	2011	0.093
29187	2011	0.109
29189	2011	0.096
29195	2011	0.079
29197	2011	0.078
29199	2011	0.122
29201	2011	0.092
29203	2011	0.096
29205	2011	0.081
29207	2011	0.09
29209	2011	0.09
29211	2011	0.064
29213	2011	0.086
29215	2011	0.088
29217	2011	0.079
29219	2011	0.112
29221	2011	0.137
29223	2011	0.095
29225	2011	0.09
29227	2011	0.084
29229	2011	0.096
29510	2011	0.111
30001	2011	0.044
30003	2011	0.102
30005	2011	0.05
30007	2011	0.062
30009	2011	0.048
30011	2011	0.039
30013	2011	0.052
30015	2011	0.042
30017	2011	0.046
30019	2011	0.042
30021	2011	0.048
30023	2011	0.065
30025	2011	0.037
30027	2011	0.047
30029	2011	0.088
30031	2011	0.055
30033	2011	0.034
30035	2011	0.072
30037	2011	0.047
30039	2011	0.082
30041	2011	0.051
30043	2011	0.058
30045	2011	0.046
30047	2011	0.083
30049	2011	0.043
30051	2011	0.047
30053	2011	0.111
30055	2011	0.032
30057	2011	0.048
30059	2011	0.078
30061	2011	0.086
30063	2011	0.056
30065	2011	0.075
30067	2011	0.061
30069	2011	0.045
30071	2011	0.048
30073	2011	0.06
30075	2011	0.04
30077	2011	0.073
30079	2011	0.031
30081	2011	0.075
30083	2011	0.046
30085	2011	0.075
30087	2011	0.073
30089	2011	0.112
30091	2011	0.043
30093	2011	0.055
30095	2011	0.052
30097	2011	0.031
30099	2011	0.04
30101	2011	0.041
30103	2011	0.051
30105	2011	0.046
30107	2011	0.043
30109	2011	0.041
30111	2011	0.047
31001	2011	0.056
31003	2011	0.036
31005	2011	0.044
31007	2011	0.035
31009	2011	0.052
31011	2011	0.039
31013	2011	0.071
31015	2011	0.036
31017	2011	0.031
31019	2011	0.035
31021	2011	0.057
31023	2011	0.039
31025	2011	0.046
31027	2011	0.032
31029	2011	0.03
31031	2011	0.025
31033	2011	0.041
31035	2011	0.043
31037	2011	0.04
31039	2011	0.035
31041	2011	0.031
31043	2011	0.055
31045	2011	0.044
31047	2011	0.048
31049	2011	0.038
31051	2011	0.037
31053	2011	0.049
31055	2011	0.05
31057	2011	0.04
31059	2011	0.044
31061	2011	0.037
31063	2011	0.03
31065	2011	0.041
31067	2011	0.059
31069	2011	0.044
31071	2011	0.025
31073	2011	0.038
31075	2011	0.031
31077	2011	0.033
31079	2011	0.044
31081	2011	0.034
31083	2011	0.036
31085	2011	0.042
31087	2011	0.066
31089	2011	0.032
31091	2011	0.04
31093	2011	0.038
31095	2011	0.046
31097	2011	0.039
31099	2011	0.038
31101	2011	0.039
31103	2011	0.044
31105	2011	0.043
31107	2011	0.036
31109	2011	0.042
31111	2011	0.04
31113	2011	0.043
31115	2011	0.032
31117	2011	0.04
31119	2011	0.042
31121	2011	0.04
31123	2011	0.041
31125	2011	0.036
31127	2011	0.054
31129	2011	0.047
31131	2011	0.05
31133	2011	0.041
31135	2011	0.031
31137	2011	0.038
31139	2011	0.036
31141	2011	0.044
31143	2011	0.042
31145	2011	0.042
31147	2011	0.057
31149	2011	0.031
31151	2011	0.04
31153	2011	0.047
31155	2011	0.045
31157	2011	0.048
31159	2011	0.037
31161	2011	0.035
31163	2011	0.03
31165	2011	0.038
31167	2011	0.036
31169	2011	0.043
31171	2011	0.038
31173	2011	0.138
31175	2011	0.029
31177	2011	0.041
31179	2011	0.038
31181	2011	0.042
31183	2011	0.032
31185	2011	0.057
32001	2011	0.099
32003	2011	0.139
32005	2011	0.126
32007	2011	0.068
32009	2011	0.083
32011	2011	0.093
32013	2011	0.086
32015	2011	0.072
32017	2011	0.094
32019	2011	0.163
32021	2011	0.105
32023	2011	0.161
32027	2011	0.106
32029	2011	0.148
32031	2011	0.131
32033	2011	0.084
32510	2011	0.128
33001	2011	0.07
33003	2011	0.054
33005	2011	0.065
33007	2011	0.078
33009	2011	0.056
33011	2011	0.075
33013	2011	0.063
33015	2011	0.075
33017	2011	0.066
33019	2011	0.065
34001	2011	0.122
34003	2011	0.084
34005	2011	0.091
34007	2011	0.109
34009	2011	0.085
34011	2011	0.126
34013	2011	0.111
34015	2011	0.1
34017	2011	0.116
34019	2011	0.069
34021	2011	0.081
34023	2011	0.092
34025	2011	0.087
34027	2011	0.076
34029	2011	0.096
34031	2011	0.117
34033	2011	0.101
34035	2011	0.079
34037	2011	0.085
34039	2011	0.098
34041	2011	0.088
35001	2011	0.075
35003	2011	0.081
35005	2011	0.068
35006	2011	0.063
35007	2011	0.08
35009	2011	0.044
35011	2011	0.043
35013	2011	0.069
35015	2011	0.06
35017	2011	0.123
35019	2011	0.075
35021	2011	0.045
35023	2011	0.076
35025	2011	0.083
35027	2011	0.051
35028	2011	0.029
35029	2011	0.134
35031	2011	0.086
35033	2011	0.131
35035	2011	0.068
35037	2011	0.059
35039	2011	0.072
35041	2011	0.044
35043	2011	0.09
35045	2011	0.083
35047	2011	0.078
35049	2011	0.065
35051	2011	0.048
35053	2011	0.05
35055	2011	0.087
35057	2011	0.088
35059	2011	0.055
35061	2011	0.085
36001	2011	0.071
36003	2011	0.079
36005	2011	0.133
36007	2011	0.085
36009	2011	0.085
36011	2011	0.08
36013	2011	0.078
36015	2011	0.089
36017	2011	0.087
36019	2011	0.09
36021	2011	0.077
36023	2011	0.085
36025	2011	0.084
36027	2011	0.082
36029	2011	0.083
36031	2011	0.078
36033	2011	0.078
36035	2011	0.091
36037	2011	0.072
36039	2011	0.084
36041	2011	0.056
36043	2011	0.076
36045	2011	0.078
36047	2011	0.11
36049	2011	0.076
36051	2011	0.075
36053	2011	0.074
36055	2011	0.083
36057	2011	0.088
36059	2011	0.072
36061	2011	0.092
36063	2011	0.088
36065	2011	0.073
36067	2011	0.079
36069	2011	0.067
36071	2011	0.082
36073	2011	0.082
36075	2011	0.093
36077	2011	0.068
36079	2011	0.07
36081	2011	0.091
36083	2011	0.077
36085	2011	0.089
36087	2011	0.074
36089	2011	0.089
36091	2011	0.064
36093	2011	0.078
36095	2011	0.076
36097	2011	0.074
36099	2011	0.073
36101	2011	0.095
36103	2011	0.075
36105	2011	0.086
36107	2011	0.079
36109	2011	0.056
36111	2011	0.081
36113	2011	0.072
36115	2011	0.074
36117	2011	0.078
36119	2011	0.074
36121	2011	0.078
36123	2011	0.06
37001	2011	0.118
37003	2011	0.136
37005	2011	0.109
37007	2011	0.148
37009	2011	0.1
37011	2011	0.079
37013	2011	0.112
37015	2011	0.105
37017	2011	0.12
37019	2011	0.105
37021	2011	0.082
37023	2011	0.141
37025	2011	0.114
37027	2011	0.152
37029	2011	0.071
37031	2011	0.076
37033	2011	0.124
37035	2011	0.136
37037	2011	0.08
37039	2011	0.142
37041	2011	0.119
37043	2011	0.108
37045	2011	0.143
37047	2011	0.125
37049	2011	0.1
37051	2011	0.091
37053	2011	0.05
37055	2011	0.068
37057	2011	0.125
37059	2011	0.121
37061	2011	0.087
37063	2011	0.08
37065	2011	0.163
37067	2011	0.095
37069	2011	0.097
37071	2011	0.133
37073	2011	0.071
37075	2011	0.134
37077	2011	0.102
37079	2011	0.102
37081	2011	0.11
37083	2011	0.131
37085	2011	0.109
37087	2011	0.085
37089	2011	0.086
37091	2011	0.094
37093	2011	0.083
37095	2011	0.059
37097	2011	0.121
37099	2011	0.078
37101	2011	0.095
37103	2011	0.109
37105	2011	0.135
37107	2011	0.114
37109	2011	0.132
37111	2011	0.141
37113	2011	0.092
37115	2011	0.093
37117	2011	0.106
37119	2011	0.11
37121	2011	0.11
37123	2011	0.133
37125	2011	0.095
37127	2011	0.119
37129	2011	0.091
37131	2011	0.107
37133	2011	0.083
37135	2011	0.063
37137	2011	0.101
37139	2011	0.091
37141	2011	0.108
37143	2011	0.103
37145	2011	0.108
37147	2011	0.1
37149	2011	0.082
37151	2011	0.11
37153	2011	0.132
37155	2011	0.115
37157	2011	0.117
37159	2011	0.128
37161	2011	0.143
37163	2011	0.083
37165	2011	0.165
37167	2011	0.119
37169	2011	0.101
37171	2011	0.118
37173	2011	0.091
37175	2011	0.085
37177	2011	0.088
37179	2011	0.1
37181	2011	0.13
37183	2011	0.083
37185	2011	0.127
37187	2011	0.117
37189	2011	0.069
37191	2011	0.088
37193	2011	0.129
37195	2011	0.119
37197	2011	0.093
37199	2011	0.109
38001	2011	0.027
38003	2011	0.034
38005	2011	0.053
38007	2011	0.013
38009	2011	0.029
38011	2011	0.027
38013	2011	0.022
38015	2011	0.028
38017	2011	0.037
38019	2011	0.025
38021	2011	0.041
38023	2011	0.034
38025	2011	0.036
38027	2011	0.038
38029	2011	0.051
38031	2011	0.028
38033	2011	0.025
38035	2011	0.035
38037	2011	0.032
38039	2011	0.036
38041	2011	0.027
38043	2011	0.034
38045	2011	0.043
38047	2011	0.027
38049	2011	0.029
38051	2011	0.031
38053	2011	0.022
38055	2011	0.034
38057	2011	0.033
38059	2011	0.03
38061	2011	0.044
38063	2011	0.029
38065	2011	0.031
38067	2011	0.051
38069	2011	0.04
38071	2011	0.032
38073	2011	0.06
38075	2011	0.033
38077	2011	0.043
38079	2011	0.097
38081	2011	0.065
38083	2011	0.037
38085	2011	0.043
38087	2011	0.012
38089	2011	0.028
38091	2011	0.021
38093	2011	0.032
38095	2011	0.026
38097	2011	0.035
38099	2011	0.045
38101	2011	0.028
38103	2011	0.038
38105	2011	0.02
39001	2011	0.138
39003	2011	0.102
39005	2011	0.114
39007	2011	0.126
39009	2011	0.086
39011	2011	0.101
39013	2011	0.092
39015	2011	0.119
39017	2011	0.091
39019	2011	0.132
39021	2011	0.114
39023	2011	0.099
39025	2011	0.094
39027	2011	0.139
39029	2011	0.125
39031	2011	0.123
39033	2011	0.132
39035	2011	0.085
39037	2011	0.099
39039	2011	0.117
39041	2011	0.067
39043	2011	0.095
39045	2011	0.082
39047	2011	0.117
39049	2011	0.082
39051	2011	0.121
39053	2011	0.095
39055	2011	0.065
39057	2011	0.094
39059	2011	0.108
39061	2011	0.089
39063	2011	0.091
39065	2011	0.112
39067	2011	0.106
39069	2011	0.109
39071	2011	0.153
39073	2011	0.104
39075	2011	0.063
39077	2011	0.128
39079	2011	0.105
39081	2011	0.127
39083	2011	0.087
39085	2011	0.079
39087	2011	0.084
39089	2011	0.089
39091	2011	0.112
39093	2011	0.091
39095	2011	0.113
39097	2011	0.085
39099	2011	0.118
39101	2011	0.102
39103	2011	0.075
39105	2011	0.152
39107	2011	0.078
39109	2011	0.11
39111	2011	0.115
39113	2011	0.11
39115	2011	0.146
39117	2011	0.1
39119	2011	0.119
39121	2011	0.14
39123	2011	0.107
39125	2011	0.115
39127	2011	0.128
39129	2011	0.103
39131	2011	0.147
39133	2011	0.092
39135	2011	0.111
39137	2011	0.09
39139	2011	0.118
39141	2011	0.115
39143	2011	0.108
39145	2011	0.121
39147	2011	0.12
39149	2011	0.119
39151	2011	0.11
39153	2011	0.096
39155	2011	0.135
39157	2011	0.102
39159	2011	0.08
39161	2011	0.132
39163	2011	0.113
39165	2011	0.085
39167	2011	0.094
39169	2011	0.089
39171	2011	0.141
39173	2011	0.1
39175	2011	0.112
40001	2011	0.076
40003	2011	0.055
40005	2011	0.084
40007	2011	0.033
40009	2011	0.059
40011	2011	0.057
40013	2011	0.052
40015	2011	0.061
40017	2011	0.055
40019	2011	0.057
40021	2011	0.056
40023	2011	0.076
40025	2011	0.035
40027	2011	0.052
40029	2011	0.088
40031	2011	0.051
40033	2011	0.04
40035	2011	0.055
40037	2011	0.081
40039	2011	0.049
40041	2011	0.06
40043	2011	0.046
40045	2011	0.045
40047	2011	0.045
40049	2011	0.059
40051	2011	0.074
40053	2011	0.042
40055	2011	0.079
40057	2011	0.069
40059	2011	0.043
40061	2011	0.084
40063	2011	0.107
40065	2011	0.048
40067	2011	0.086
40069	2011	0.07
40071	2011	0.081
40073	2011	0.043
40075	2011	0.062
40077	2011	0.104
40079	2011	0.087
40081	2011	0.067
40083	2011	0.056
40085	2011	0.054
40087	2011	0.056
40089	2011	0.116
40091	2011	0.082
40093	2011	0.045
40095	2011	0.075
40097	2011	0.081
40099	2011	0.047
40101	2011	0.081
40103	2011	0.077
40105	2011	0.093
40107	2011	0.089
40109	2011	0.061
40111	2011	0.085
40113	2011	0.074
40115	2011	0.062
40117	2011	0.082
40119	2011	0.063
40121	2011	0.065
40123	2011	0.051
40125	2011	0.065
40127	2011	0.089
40129	2011	0.045
40131	2011	0.072
40133	2011	0.092
40135	2011	0.087
40137	2011	0.084
40139	2011	0.038
40141	2011	0.056
40143	2011	0.068
40145	2011	0.066
40147	2011	0.059
40149	2011	0.063
40151	2011	0.042
40153	2011	0.065
41001	2011	0.085
41003	2011	0.075
41005	2011	0.104
41007	2011	0.082
41009	2011	0.126
41011	2011	0.117
41013	2011	0.161
41015	2011	0.112
41017	2011	0.135
41019	2011	0.14
41021	2011	0.056
41023	2011	0.099
41025	2011	0.15
41027	2011	0.066
41029	2011	0.115
41031	2011	0.129
41033	2011	0.133
41035	2011	0.12
41037	2011	0.101
41039	2011	0.115
41041	2011	0.094
41043	2011	0.136
41045	2011	0.093
41047	2011	0.103
41049	2011	0.074
41051	2011	0.109
41053	2011	0.093
41055	2011	0.076
41057	2011	0.082
41059	2011	0.078
41061	2011	0.102
41063	2011	0.087
41065	2011	0.08
41067	2011	0.096
41069	2011	0.067
41071	2011	0.11
42001	2011	0.074
42003	2011	0.072
42005	2011	0.08
42007	2011	0.084
42009	2011	0.109
42011	2011	0.091
42013	2011	0.074
42015	2011	0.076
42017	2011	0.073
42019	2011	0.071
42021	2011	0.088
42023	2011	0.167
42025	2011	0.1
42027	2011	0.056
42029	2011	0.063
42031	2011	0.083
42033	2011	0.098
42035	2011	0.082
42037	2011	0.082
42039	2011	0.101
42041	2011	0.068
42043	2011	0.081
42045	2011	0.079
42047	2011	0.129
42049	2011	0.092
42051	2011	0.091
42053	2011	0.102
42055	2011	0.086
42057	2011	0.143
42059	2011	0.078
42061	2011	0.102
42063	2011	0.078
42065	2011	0.095
42067	2011	0.076
42069	2011	0.083
42071	2011	0.075
42073	2011	0.089
42075	2011	0.07
42077	2011	0.093
42079	2011	0.092
42081	2011	0.093
42083	2011	0.1
42085	2011	0.113
42087	2011	0.104
42089	2011	0.09
42091	2011	0.07
42093	2011	0.059
42095	2011	0.088
42097	2011	0.094
42099	2011	0.081
42101	2011	0.11
42103	2011	0.086
42105	2011	0.103
42107	2011	0.101
42109	2011	0.086
42111	2011	0.085
42113	2011	0.079
42115	2011	0.078
42117	2011	0.078
42119	2011	0.088
42121	2011	0.087
42123	2011	0.073
42125	2011	0.079
42127	2011	0.066
42129	2011	0.078
42131	2011	0.069
42133	2011	0.084
44001	2011	0.111
44003	2011	0.119
44005	2011	0.1
44007	2011	0.135
44009	2011	0.092
45001	2011	0.148
45003	2011	0.094
45005	2011	0.225
45007	2011	0.125
45009	2011	0.181
45011	2011	0.19
45013	2011	0.087
45015	2011	0.107
45017	2011	0.144
45019	2011	0.09
45021	2011	0.162
45023	2011	0.211
45025	2011	0.168
45027	2011	0.161
45029	2011	0.142
45031	2011	0.13
45033	2011	0.172
45035	2011	0.103
45037	2011	0.107
45039	2011	0.129
45041	2011	0.117
45043	2011	0.125
45045	2011	0.102
45047	2011	0.137
45049	2011	0.161
45051	2011	0.109
45053	2011	0.107
45055	2011	0.104
45057	2011	0.179
45059	2011	0.117
45061	2011	0.157
45063	2011	0.083
45065	2011	0.157
45067	2011	0.21
45069	2011	0.202
45071	2011	0.117
45073	2011	0.142
45075	2011	0.187
45077	2011	0.106
45079	2011	0.095
45081	2011	0.094
45083	2011	0.122
45085	2011	0.139
45087	2011	0.206
45089	2011	0.154
45091	2011	0.141
46003	2011	0.04
46005	2011	0.03
46007	2011	0.06
46009	2011	0.049
46011	2011	0.032
46013	2011	0.031
46015	2011	0.027
46017	2011	0.172
46019	2011	0.039
46021	2011	0.045
46023	2011	0.048
46025	2011	0.047
46027	2011	0.037
46029	2011	0.058
46031	2011	0.056
46033	2011	0.03
46035	2011	0.043
46037	2011	0.053
46039	2011	0.048
46041	2011	0.104
46043	2011	0.031
46045	2011	0.027
46047	2011	0.049
46049	2011	0.031
46051	2011	0.035
46053	2011	0.031
46055	2011	0.036
46057	2011	0.051
46059	2011	0.028
46061	2011	0.03
46063	2011	0.023
46065	2011	0.027
46067	2011	0.039
46069	2011	0.036
46071	2011	0.062
46073	2011	0.026
46075	2011	0.024
46077	2011	0.051
46079	2011	0.058
46081	2011	0.038
46083	2011	0.039
46085	2011	0.057
46087	2011	0.045
46089	2011	0.05
46091	2011	0.047
46093	2011	0.04
46095	2011	0.068
46097	2011	0.057
46099	2011	0.047
46101	2011	0.061
46103	2011	0.044
46105	2011	0.039
46107	2011	0.032
46109	2011	0.048
46111	2011	0.038
46113	2011	0.126
46115	2011	0.034
46117	2011	0.021
46119	2011	0.024
46121	2011	0.084
46123	2011	0.029
46125	2011	0.044
46127	2011	0.053
46129	2011	0.04
46135	2011	0.053
46137	2011	0.078
47001	2011	0.097
47003	2011	0.121
47005	2011	0.128
47007	2011	0.137
47009	2011	0.093
47011	2011	0.093
47013	2011	0.131
47015	2011	0.108
47017	2011	0.164
47019	2011	0.098
47021	2011	0.094
47023	2011	0.115
47025	2011	0.111
47027	2011	0.126
47029	2011	0.122
47031	2011	0.102
47033	2011	0.134
47035	2011	0.108
47037	2011	0.092
47039	2011	0.142
47041	2011	0.102
47043	2011	0.098
47045	2011	0.14
47047	2011	0.108
47049	2011	0.13
47051	2011	0.104
47053	2011	0.157
47055	2011	0.14
47057	2011	0.135
47059	2011	0.143
47061	2011	0.13
47063	2011	0.125
47065	2011	0.087
47067	2011	0.183
47069	2011	0.127
47071	2011	0.111
47073	2011	0.103
47075	2011	0.18
47077	2011	0.181
47079	2011	0.131
47081	2011	0.124
47083	2011	0.116
47085	2011	0.119
47087	2011	0.127
47089	2011	0.118
47091	2011	0.122
47093	2011	0.081
47095	2011	0.107
47097	2011	0.189
47099	2011	0.146
47101	2011	0.149
47103	2011	0.069
47105	2011	0.095
47107	2011	0.13
47109	2011	0.127
47111	2011	0.112
47113	2011	0.11
47115	2011	0.121
47117	2011	0.163
47119	2011	0.119
47121	2011	0.136
47123	2011	0.161
47125	2011	0.09
47127	2011	0.097
47129	2011	0.116
47131	2011	0.104
47133	2011	0.12
47135	2011	0.176
47137	2011	0.134
47139	2011	0.114
47141	2011	0.097
47143	2011	0.127
47145	2011	0.089
47147	2011	0.101
47149	2011	0.095
47151	2011	0.184
47153	2011	0.128
47155	2011	0.092
47157	2011	0.102
47159	2011	0.128
47161	2011	0.111
47163	2011	0.088
47165	2011	0.097
47167	2011	0.116
47169	2011	0.12
47171	2011	0.103
47173	2011	0.107
47175	2011	0.142
47177	2011	0.125
47179	2011	0.086
47181	2011	0.129
47183	2011	0.13
47185	2011	0.135
47187	2011	0.075
47189	2011	0.09
48001	2011	0.094
48003	2011	0.076
48005	2011	0.089
48007	2011	0.073
48009	2011	0.065
48011	2011	0.051
48013	2011	0.079
48015	2011	0.084
48017	2011	0.052
48019	2011	0.068
48021	2011	0.08
48023	2011	0.051
48025	2011	0.103
48027	2011	0.071
48029	2011	0.072
48031	2011	0.058
48033	2011	0.062
48035	2011	0.086
48037	2011	0.078
48039	2011	0.089
48041	2011	0.062
48043	2011	0.051
48045	2011	0.059
48047	2011	0.099
48049	2011	0.072
48051	2011	0.074
48053	2011	0.063
48055	2011	0.082
48057	2011	0.095
48059	2011	0.063
48061	2011	0.108
48063	2011	0.096
48065	2011	0.067
48067	2011	0.125
48069	2011	0.053
48071	2011	0.107
48073	2011	0.097
48075	2011	0.064
48077	2011	0.074
48079	2011	0.072
48081	2011	0.086
48083	2011	0.069
48085	2011	0.078
48087	2011	0.059
48089	2011	0.066
48091	2011	0.066
48093	2011	0.061
48095	2011	0.082
48097	2011	0.065
48099	2011	0.087
48101	2011	0.056
48103	2011	0.095
48105	2011	0.097
48107	2011	0.07
48109	2011	0.045
48111	2011	0.044
48113	2011	0.087
48115	2011	0.087
48117	2011	0.058
48119	2011	0.084
48121	2011	0.077
48123	2011	0.083
48125	2011	0.06
48127	2011	0.11
48129	2011	0.07
48131	2011	0.125
48133	2011	0.084
48135	2011	0.092
48137	2011	0.067
48139	2011	0.086
48141	2011	0.098
48143	2011	0.071
48145	2011	0.095
48147	2011	0.09
48149	2011	0.057
48151	2011	0.064
48153	2011	0.069
48155	2011	0.057
48157	2011	0.083
48159	2011	0.073
48161	2011	0.067
48163	2011	0.084
48165	2011	0.068
48167	2011	0.085
48169	2011	0.057
48171	2011	0.049
48173	2011	0.052
48175	2011	0.079
48177	2011	0.061
48179	2011	0.089
48181	2011	0.087
48183	2011	0.08
48185	2011	0.1
48187	2011	0.067
48189	2011	0.064
48191	2011	0.089
48193	2011	0.06
48195	2011	0.055
48197	2011	0.072
48199	2011	0.101
48201	2011	0.085
48203	2011	0.087
48205	2011	0.043
48207	2011	0.052
48209	2011	0.068
48211	2011	0.03
48213	2011	0.085
48215	2011	0.116
48217	2011	0.085
48219	2011	0.07
48221	2011	0.076
48223	2011	0.065
48225	2011	0.103
48227	2011	0.075
48229	2011	0.065
48231	2011	0.085
48233	2011	0.08
48235	2011	0.054
48237	2011	0.064
48239	2011	0.076
48241	2011	0.119
48243	2011	0.056
48245	2011	0.108
48247	2011	0.1
48249	2011	0.1
48251	2011	0.091
48253	2011	0.082
48255	2011	0.105
48257	2011	0.088
48259	2011	0.06
48261	2011	0.061
48263	2011	0.062
48265	2011	0.06
48267	2011	0.054
48269	2011	0.054
48271	2011	0.089
48273	2011	0.077
48275	2011	0.064
48277	2011	0.078
48279	2011	0.066
48281	2011	0.061
48283	2011	0.099
48285	2011	0.064
48287	2011	0.069
48289	2011	0.079
48291	2011	0.112
48293	2011	0.072
48295	2011	0.061
48297	2011	0.076
48299	2011	0.073
48301	2011	0.115
48303	2011	0.057
48305	2011	0.068
48307	2011	0.091
48309	2011	0.071
48311	2011	0.078
48313	2011	0.087
48315	2011	0.118
48317	2011	0.05
48319	2011	0.054
48321	2011	0.112
48323	2011	0.136
48325	2011	0.071
48327	2011	0.09
48329	2011	0.062
48331	2011	0.102
48333	2011	0.06
48335	2011	0.087
48337	2011	0.078
48339	2011	0.079
48341	2011	0.053
48343	2011	0.156
48345	2011	0.053
48347	2011	0.07
48349	2011	0.084
48351	2011	0.124
48353	2011	0.064
48355	2011	0.077
48357	2011	0.063
48359	2011	0.055
48361	2011	0.111
48363	2011	0.091
48365	2011	0.075
48367	2011	0.084
48369	2011	0.048
48371	2011	0.117
48373	2011	0.103
48375	2011	0.066
48377	2011	0.178
48379	2011	0.085
48381	2011	0.051
48383	2011	0.058
48385	2011	0.061
48387	2011	0.105
48389	2011	0.14
48391	2011	0.07
48393	2011	0.062
48395	2011	0.087
48397	2011	0.078
48399	2011	0.101
48401	2011	0.091
48403	2011	0.159
48405	2011	0.108
48407	2011	0.1
48409	2011	0.098
48411	2011	0.078
48413	2011	0.111
48415	2011	0.072
48417	2011	0.043
48419	2011	0.081
48421	2011	0.049
48423	2011	0.083
48425	2011	0.073
48427	2011	0.178
48429	2011	0.069
48431	2011	0.046
48433	2011	0.048
48435	2011	0.078
48437	2011	0.067
48439	2011	0.082
48441	2011	0.061
48443	2011	0.078
48445	2011	0.077
48447	2011	0.056
48449	2011	0.077
48451	2011	0.07
48453	2011	0.07
48455	2011	0.088
48457	2011	0.105
48459	2011	0.081
48461	2011	0.056
48463	2011	0.089
48465	2011	0.096
48467	2011	0.074
48469	2011	0.079
48471	2011	0.078
48473	2011	0.09
48475	2011	0.085
48477	2011	0.069
48479	2011	0.091
48481	2011	0.079
48483	2011	0.056
48485	2011	0.081
48487	2011	0.055
48489	2011	0.139
48491	2011	0.078
48493	2011	0.069
48495	2011	0.09
48497	2011	0.096
48499	2011	0.084
48501	2011	0.071
48503	2011	0.064
48505	2011	0.126
48507	2011	0.163
49001	2011	0.042
49003	2011	0.056
49005	2011	0.042
49007	2011	0.065
49009	2011	0.027
49011	2011	0.056
49013	2011	0.069
49015	2011	0.062
49017	2011	0.049
49019	2011	0.052
49021	2011	0.063
49023	2011	0.068
49025	2011	0.044
49027	2011	0.04
49029	2011	0.053
49031	2011	0.038
49033	2011	0.028
49035	2011	0.06
49037	2011	0.086
49039	2011	0.056
49041	2011	0.057
49043	2011	0.058
49045	2011	0.064
